zip,Zipcode name,City,State,County Name
49858,"MENOMINEE, MI",MENOMINEE,MI,MENOMINEE
48637,"MERRILL, MI",MERRILL,MI,SAGINAW
49667,"MERRITT, MI",MERRITT,MI,MISSAUKEE
49668,"MESICK, MI",MESICK,MI,WEXFORD
48455,"METAMORA, MI",METAMORA,MI,LAPEER
49861,"MICHIGAMME, MI",MICHIGAMME,MI,MARQUETTE
49254,"MICHIGAN CENTER, MI",MICHIGAN CENTER,MI,JACKSON
48856,"MIDDLETON, MI",MIDDLETON,MI,GRATIOT
49333,"MIDDLEVILLE, MI",MIDDLEVILLE,MI,BARRY
48640,"MIDLAND, MI",MIDLAND,MI,MIDLAND
48641,"MIDLAND, MI",MIDLAND,MI,MIDLAND
48642,"MIDLAND, MI",MIDLAND,MI,MIDLAND
48667,"MIDLAND, MI",MIDLAND,MI,MIDLAND
48670,"MIDLAND, MI",MIDLAND,MI,MIDLAND
48674,"MIDLAND, MI",MIDLAND,MI,MIDLAND
48686,"MIDLAND, MI",MIDLAND,MI,MIDLAND
48745,"MIKADO, MI",MIKADO,MI,ALCONA
48160,"MILAN, MI",MILAN,MI,MONROE
48380,"MILFORD, MI",MILFORD,MI,OAKLAND
48381,"MILFORD, MI",MILFORD,MI,OAKLAND
49759,"MILLERSBURG, MI",MILLERSBURG,MI,PRESQUE ISLE
48746,"MILLINGTON, MI",MILLINGTON,MI,TUSCOLA
48456,"MINDEN CITY, MI",MINDEN CITY,MI,SANILAC
48647,"MIO, MI",MIO,MI,OSCODA
49950,"MOHAWK, MI",MOHAWK,MI,KEWEENAW
49335,"MOLINE, MI",MOLINE,MI,ALLEGAN
48161,"MONROE, MI",MONROE,MI,MONROE
48162,"MONROE, MI",MONROE,MI,MONROE
49437,"MONTAGUE, MI",MONTAGUE,MI,MUSKEGON
49255,"MONTGOMERY, MI",MONTGOMERY,MI,BRANCH
48457,"MONTROSE, MI",MONTROSE,MI,GENESEE
49760,"MORAN, MI",MORAN,MI,MACKINAC
49256,"MORENCI, MI",MORENCI,MI,LENAWEE
49336,"MORLEY, MI",MORLEY,MI,MECOSTA
48857,"MORRICE, MI",MORRICE,MI,SHIAWASSEE
49257,"MOSCOW, MI",MOSCOW,MI,HILLSDALE
49258,"MOSHERVILLE, MI",MOSHERVILLE,MI,HILLSDALE
48043,"MOUNT CLEMENS, MI",MOUNT CLEMENS,MI,MACOMB
48046,"MOUNT CLEMENS, MI",MOUNT CLEMENS,MI,MACOMB
48458,"MOUNT MORRIS, MI",MOUNT MORRIS,MI,GENESEE
48804,"MOUNT PLEASANT, MI",MOUNT PLEASANT,MI,ISABELLA
48858,"MOUNT PLEASANT, MI",MOUNT PLEASANT,MI,ISABELLA
48859,"MOUNT PLEASANT, MI",MOUNT PLEASANT,MI,ISABELLA
48860,"MUIR, MI",MUIR,MI,IONIA
49761,"MULLETT LAKE, MI",MULLETT LAKE,MI,CHEBOYGAN
48861,"MULLIKEN, MI",MULLIKEN,MI,EATON
48747,"MUNGER, MI",MUNGER,MI,BAY
49862,"MUNISING, MI",MUNISING,MI,ALGER
49259,"MUNITH, MI",MUNITH,MI,JACKSON
49440,"MUSKEGON, MI",MUSKEGON,MI,MUSKEGON
49441,"MUSKEGON, MI",MUSKEGON,MI,MUSKEGON
49442,"MUSKEGON, MI",MUSKEGON,MI,MUSKEGON
49443,"MUSKEGON, MI",MUSKEGON,MI,MUSKEGON
49444,"MUSKEGON, MI",MUSKEGON,MI,MUSKEGON
49445,"MUSKEGON, MI",MUSKEGON,MI,MUSKEGON
49863,"NADEAU, MI",NADEAU,MI,MENOMINEE
49864,"NAHMA, MI",NAHMA,MI,DELTA
49261,"NAPOLEON, MI",NAPOLEON,MI,JACKSON
49073,"NASHVILLE, MI",NASHVILLE,MI,BARRY
48748,"NATIONAL CITY, MI",NATIONAL CITY,MI,IOSCO
49762,"NAUBINWAY, MI",NAUBINWAY,MI,MACKINAC
49074,"NAZARETH, MI",NAZARETH,MI,KALAMAZOO
49866,"NEGAUNEE, MI",NEGAUNEE,MI,MARQUETTE
48047,"NEW BALTIMORE, MI",NEW BALTIMORE,MI,MACOMB
48051,"NEW BALTIMORE, MI",NEW BALTIMORE,MI,MACOMB
48164,"NEW BOSTON, MI",NEW BOSTON,MI,WAYNE
49117,"NEW BUFFALO, MI",NEW BUFFALO,MI,BERRIEN
49446,"NEW ERA, MI",NEW ERA,MI,OCEANA
48048,"NEW HAVEN, MI",NEW HAVEN,MI,MACOMB
48050,"NEW HAVEN, MI",NEW HAVEN,MI,MACOMB
48165,"NEW HUDSON, MI",NEW HUDSON,MI,OAKLAND
48460,"NEW LOTHROP, MI",NEW LOTHROP,MI,SHIAWASSEE
49119,"NEW TROY, MI",NEW TROY,MI,BERRIEN
49337,"NEWAYGO, MI",NEWAYGO,MI,NEWAYGO
49868,"NEWBERRY, MI",NEWBERRY,MI,LUCE
48166,"NEWPORT, MI",NEWPORT,MI,MONROE
49120,"NILES, MI",NILES,MI,BERRIEN
49262,"NORTH ADAMS, MI",NORTH ADAMS,MI,HILLSDALE
48461,"NORTH BRANCH, MI",NORTH BRANCH,MI,LAPEER
48049,"NORTH STREET, MI",NORTH STREET,MI,SAINT CLAIR
49670,"NORTHPORT, MI",NORTHPORT,MI,LEELANAU
48167,"NORTHVILLE, MI",NORTHVILLE,MI,WAYNE
48168,"NORTHVILLE, MI",NORTHVILLE,MI,WAYNE
49870,"NORWAY, MI",NORWAY,MI,DICKINSON
49075,"NOTTAWA, MI",NOTTAWA,MI,SAINT JOSEPH
48374,"NOVI, MI",NOVI,MI,OAKLAND
48375,"NOVI, MI",NOVI,MI,OAKLAND
48376,"NOVI, MI",NOVI,MI,OAKLAND
48377,"NOVI, MI",NOVI,MI,OAKLAND
49448,"NUNICA, MI",NUNICA,MI,OTTAWA
48237,"OAK PARK, MI",OAK PARK,MI,OAKLAND
48363,"OAKLAND, MI",OAKLAND,MI,OAKLAND
48649,"OAKLEY, MI",OAKLEY,MI,SAGINAW
49764,"ODEN, MI",ODEN,MI,EMMET
48805,"OKEMOS, MI",OKEMOS,MI,INGHAM
48864,"OKEMOS, MI",OKEMOS,MI,INGHAM
49673,"OLD MISSION, MI",OLD MISSION,MI,GRAND TRAVERSE
49076,"OLIVET, MI",OLIVET,MI,EATON
49674,"OMENA, MI",OMENA,MI,LEELANAU
48749,"OMER, MI",OMER,MI,ARENAC
49765,"ONAWAY, MI",ONAWAY,MI,PRESQUE ISLE
49675,"ONEKAMA, MI",ONEKAMA,MI,MANISTEE
49264,"ONONDAGA, MI",ONONDAGA,MI,INGHAM
49265,"ONSTED, MI",ONSTED,MI,LENAWEE
49953,"ONTONAGON, MI",ONTONAGON,MI,ONTONAGON
48865,"ORLEANS, MI",ORLEANS,MI,IONIA
48462,"ORTONVILLE, MI",ORTONVILLE,MI,OAKLAND
48750,"OSCODA, MI",OSCODA,MI,IOSCO
49077,"OSHTEMO, MI",OSHTEMO,MI,KALAMAZOO
49266,"OSSEO, MI",OSSEO,MI,HILLSDALE
49766,"OSSINEKE, MI",OSSINEKE,MI,ALPENA
48463,"OTISVILLE, MI",OTISVILLE,MI,GENESEE
49078,"OTSEGO, MI",OTSEGO,MI,ALLEGAN
49267,"OTTAWA LAKE, MI",OTTAWA LAKE,MI,MONROE
48464,"OTTER LAKE, MI",OTTER LAKE,MI,LAPEER
48866,"OVID, MI",OVID,MI,CLINTON
48754,"OWENDALE, MI",OWENDALE,MI,HURON
48867,"OWOSSO, MI",OWOSSO,MI,SHIAWASSEE
48370,"OXFORD, MI",OXFORD,MI,OAKLAND
48371,"OXFORD, MI",OXFORD,MI,OAKLAND
49955,"PAINESDALE, MI",PAINESDALE,MI,HOUGHTON
49871,"PALMER, MI",PALMER,MI,MARQUETTE
48465,"PALMS, MI",PALMS,MI,SANILAC
49268,"PALMYRA, MI",PALMYRA,MI,LENAWEE
48870,"PALO, MI",PALO,MI,IONIA
49768,"PARADISE, MI",PARADISE,MI,CHIPPEWA
49338,"PARIS, MI",PARIS,MI,MECOSTA
49269,"PARMA, MI",PARMA,MI,JACKSON
49079,"PAW PAW, MI",PAW PAW,MI,VAN BUREN
48466,"PECK, MI",PECK,MI,SANILAC
49958,"PELKIE, MI",PELKIE,MI,HOUGHTON
49769,"PELLSTON, MI",PELLSTON,MI,EMMET
49449,"PENTWATER, MI",PENTWATER,MI,OCEANA
49872,"PERKINS, MI",PERKINS,MI,DELTA
48871,"PERRINTON, MI",PERRINTON,MI,GRATIOT
49873,"PERRONVILLE, MI",PERRONVILLE,MI,MENOMINEE
48872,"PERRY, MI",PERRY,MI,SHIAWASSEE
49270,"PETERSBURG, MI",PETERSBURG,MI,MONROE
49770,"PETOSKEY, MI",PETOSKEY,MI,EMMET
48873,"PEWAMO, MI",PEWAMO,MI,IONIA
49774,"PICKFORD, MI",PICKFORD,MI,CHIPPEWA
49339,"PIERSON, MI",PIERSON,MI,MONTCALM
48755,"PIGEON, MI",PIGEON,MI,HURON
48169,"PINCKNEY, MI",PINCKNEY,MI,LIVINGSTON
48650,"PINCONNING, MI",PINCONNING,MI,BAY
49271,"PITTSFORD, MI",PITTSFORD,MI,HILLSDALE
49080,"PLAINWELL, MI",PLAINWELL,MI,ALLEGAN
49272,"PLEASANT LAKE, MI",PLEASANT LAKE,MI,JACKSON
48069,"PLEASANT RIDGE, MI",PLEASANT RIDGE,MI,OAKLAND
48170,"PLYMOUTH, MI",PLYMOUTH,MI,WAYNE
49775,"POINTE AUX PINS, MI",POINTE AUX PINS,MI,MACKINAC
48874,"POMPEII, MI",POMPEII,MI,GRATIOT
48340,"PONTIAC, MI",PONTIAC,MI,OAKLAND
48341,"PONTIAC, MI",PONTIAC,MI,OAKLAND
48342,"PONTIAC, MI",PONTIAC,MI,OAKLAND
48343,"PONTIAC, MI",PONTIAC,MI,OAKLAND
48467,"PORT AUSTIN, MI",PORT AUSTIN,MI,HURON
48468,"PORT HOPE, MI",PORT HOPE,MI,HURON
48060,"PORT HURON, MI",PORT HURON,MI,SAINT CLAIR
48061,"PORT HURON, MI",PORT HURON,MI,SAINT CLAIR
48469,"PORT SANILAC, MI",PORT SANILAC,MI,SANILAC
49002,"PORTAGE, MI",PORTAGE,MI,KALAMAZOO
49024,"PORTAGE, MI",PORTAGE,MI,KALAMAZOO
49081,"PORTAGE, MI",PORTAGE,MI,KALAMAZOO
48875,"PORTLAND, MI",PORTLAND,MI,IONIA
49776,"POSEN, MI",POSEN,MI,PRESQUE ISLE
48876,"POTTERVILLE, MI",POTTERVILLE,MI,EATON
49874,"POWERS, MI",POWERS,MI,MENOMINEE
48756,"PRESCOTT, MI",PRESCOTT,MI,OGEMAW
49777,"PRESQUE ISLE, MI",PRESQUE ISLE,MI,PRESQUE ISLE
48651,"PRUDENVILLE, MI",PRUDENVILLE,MI,ROSCOMMON
49450,"PULLMAN, MI",PULLMAN,MI,ALLEGAN
49082,"QUINCY, MI",QUINCY,MI,BRANCH
49876,"QUINNESEC, MI",QUINNESEC,MI,DICKINSON
49877,"RALPH, MI",RALPH,MI,DICKINSON
49959,"RAMSAY, MI",RAMSAY,MI,GOGEBIC
49676,"RAPID CITY, MI",RAPID CITY,MI,KALKASKA
49878,"RAPID RIVER, MI",RAPID RIVER,MI,DELTA
49451,"RAVENNA, MI",RAVENNA,MI,MUSKEGON
48096,"RAY, MI",RAY,MI,MACOMB
49274,"READING, MI",READING,MI,HILLSDALE
48239,"REDFORD, MI",REDFORD,MI,WAYNE
48240,"REDFORD, MI",REDFORD,MI,WAYNE
49677,"REED CITY, MI",REED CITY,MI,OSCEOLA
48757,"REESE, MI",REESE,MI,TUSCOLA
49340,"REMUS, MI",REMUS,MI,MECOSTA
49879,"REPUBLIC, MI",REPUBLIC,MI,MARQUETTE
48652,"RHODES, MI",RHODES,MI,GLADWIN
49083,"RICHLAND, MI",RICHLAND,MI,KALAMAZOO
48062,"RICHMOND, MI",RICHMOND,MI,MACOMB
48758,"RICHVILLE, MI",RICHVILLE,MI,TUSCOLA
49276,"RIGA, MI",RIGA,MI,LENAWEE
48218,"RIVER ROUGE, MI",RIVER ROUGE,MI,WAYNE
48877,"RIVERDALE, MI",RIVERDALE,MI,GRATIOT
49084,"RIVERSIDE, MI",RIVERSIDE,MI,BERRIEN
48193,"RIVERVIEW, MI",RIVERVIEW,MI,WAYNE
49277,"RIVES JUNCTION, MI",RIVES JUNCTION,MI,JACKSON
48306,"ROCHESTER, MI",ROCHESTER,MI,OAKLAND
48307,"ROCHESTER, MI",ROCHESTER,MI,OAKLAND
48308,"ROCHESTER, MI",ROCHESTER,MI,OAKLAND
48309,"ROCHESTER, MI",ROCHESTER,MI,OAKLAND
49880,"ROCK, MI",ROCK,MI,DELTA
49341,"ROCKFORD, MI",ROCKFORD,MI,KENT
49351,"ROCKFORD, MI",ROCKFORD,MI,KENT
49960,"ROCKLAND, MI",ROCKLAND,MI,ONTONAGON
48173,"ROCKWOOD, MI",ROCKWOOD,MI,WAYNE
49342,"RODNEY, MI",RODNEY,MI,MECOSTA
49779,"ROGERS CITY, MI",ROGERS CITY,MI,PRESQUE ISLE
48065,"ROMEO, MI",ROMEO,MI,MACOMB
48174,"ROMULUS, MI",ROMULUS,MI,WAYNE
48653,"ROSCOMMON, MI",ROSCOMMON,MI,ROSCOMMON
48654,"ROSE CITY, MI",ROSE CITY,MI,OGEMAW
48878,"ROSEBUSH, MI",ROSEBUSH,MI,ISABELLA
48066,"ROSEVILLE, MI",ROSEVILLE,MI,MACOMB
49452,"ROTHBURY, MI",ROTHBURY,MI,OCEANA
48067,"ROYAL OAK, MI",ROYAL OAK,MI,OAKLAND
48068,"ROYAL OAK, MI",ROYAL OAK,MI,OAKLAND
48073,"ROYAL OAK, MI",ROYAL OAK,MI,OAKLAND
49780,"RUDYARD, MI",RUDYARD,MI,CHIPPEWA
49826,"RUMELY, MI",RUMELY,MI,ALGER
48470,"RUTH, MI",RUTH,MI,HURON
48601,"SAGINAW, MI",SAGINAW,MI,SAGINAW
48602,"SAGINAW, MI",SAGINAW,MI,SAGINAW
48603,"SAGINAW, MI",SAGINAW,MI,SAGINAW
48604,"SAGINAW, MI",SAGINAW,MI,SAGINAW
48605,"SAGINAW, MI",SAGINAW,MI,SAGINAW
48606,"SAGINAW, MI",SAGINAW,MI,SAGINAW
48607,"SAGINAW, MI",SAGINAW,MI,SAGINAW
48608,"SAGINAW, MI",SAGINAW,MI,SAGINAW
48609,"SAGINAW, MI",SAGINAW,MI,SAGINAW
48638,"SAGINAW, MI",SAGINAW,MI,SAGINAW
49881,"SAGOLA, MI",SAGOLA,MI,DICKINSON
48655,"SAINT CHARLES, MI",SAINT CHARLES,MI,SAGINAW
48079,"SAINT CLAIR, MI",SAINT CLAIR,MI,SAINT CLAIR
48080,"SAINT CLAIR SHORES, MI",SAINT CLAIR SHORES,MI,MACOMB
48081,"SAINT CLAIR SHORES, MI",SAINT CLAIR SHORES,MI,MACOMB
48082,"SAINT CLAIR SHORES, MI",SAINT CLAIR SHORES,MI,MACOMB
48656,"SAINT HELEN, MI",SAINT HELEN,MI,ROSCOMMON
49781,"SAINT IGNACE, MI",SAINT IGNACE,MI,MACKINAC
48879,"SAINT JOHNS, MI",SAINT JOHNS,MI,CLINTON
49085,"SAINT JOSEPH, MI",SAINT JOSEPH,MI,BERRIEN
48880,"SAINT LOUIS, MI",SAINT LOUIS,MI,GRATIOT
48175,"SALEM, MI",SALEM,MI,WASHTENAW
48176,"SALINE, MI",SALINE,MI,WASHTENAW
48177,"SAMARIA, MI",SAMARIA,MI,MONROE
49279,"SAND CREEK, MI",SAND CREEK,MI,LENAWEE
49343,"SAND LAKE, MI",SAND LAKE,MI,KENT
48471,"SANDUSKY, MI",SANDUSKY,MI,SANILAC
48657,"SANFORD, MI",SANFORD,MI,MIDLAND
48881,"SARANAC, MI",SARANAC,MI,IONIA
49453,"SAUGATUCK, MI",SAUGATUCK,MI,ALLEGAN
49783,"SAULT SAINTE MARIE, MI",SAULT SAINTE MARIE,MI,CHIPPEWA
49125,"SAWYER, MI",SAWYER,MI,BERRIEN
49087,"SCHOOLCRAFT, MI",SCHOOLCRAFT,MI,KALAMAZOO
49088,"SCOTTS, MI",SCOTTS,MI,KALAMAZOO
49454,"SCOTTVILLE, MI",SCOTTVILLE,MI,MASON
49679,"SEARS, MI",SEARS,MI,OSCEOLA
48759,"SEBEWAING, MI",SEBEWAING,MI,HURON
49883,"SENEY, MI",SENEY,MI,SCHOOLCRAFT
48882,"SHAFTSBURG, MI",SHAFTSBURG,MI,SHIAWASSEE
49455,"SHELBY, MI",SHELBY,MI,OCEANA
49344,"SHELBYVILLE, MI",SHELBYVILLE,MI,ALLEGAN
48883,"SHEPHERD, MI",SHEPHERD,MI,ISABELLA
48884,"SHERIDAN, MI",SHERIDAN,MI,MONTCALM
